report_id,company_name,isin,reported_at,pdf_path,pages_path,blocks_path,year_month,DATE,SYMBOL,COMPANY_NAME,TICKER,SECTOR,MOMENTUM,VALUE,SIZE,BETA,SEDOL,ISIN,RETURNS,report_type
f_4csLsjAhudR2mcDosUbKD5,LULULEMON ATHLETICA INC,US5500211090,2024-03-21,data/reports/LULULEMON_ATHLETICA_INC/f_4csLsjAhudR2mcDosUbKD5_file.pdf,data/reports/LULULEMON_ATHLETICA_INC/f_4csLsjAhudR2mcDosUbKD5_pages.txt,data/reports/LULULEMON_ATHLETICA_INC/f_4csLsjAhudR2mcDosUbKD5_blocks.txt,2024-03,2024-03-28,55002110,lululemon athletica inc.,LULU,Consumer Discretionary,44.9034,-0.609,10.8409056169981,1.21702,B23FN39,US5500211090,-0.163652,Annual
f_9tgeLS94nO4peRbBEIbvje,LULULEMON ATHLETICA INC,US5500211090,2024-08-29,data/reports/LULULEMON_ATHLETICA_INC/f_9tgeLS94nO4peRbBEIbvje_file.pdf,data/reports/LULULEMON_ATHLETICA_INC/f_9tgeLS94nO4peRbBEIbvje_pages.txt,data/reports/LULULEMON_ATHLETICA_INC/f_9tgeLS94nO4peRbBEIbvje_blocks.txt,2024-08,2024-08-30,55002110,lululemon athletica inc.,LULU,Consumer Discretionary,-32.0468,-0.131,10.4080571305875,0.576961,B23FN39,US5500211090,0.00313151,Quarterly
f_PDplDokn,LULULEMON ATHLETICA INC,US5500211090,2023-08-31,data/reports/LULULEMON_ATHLETICA_INC/f_PDplDokn_file.pdf,data/reports/LULULEMON_ATHLETICA_INC/f_PDplDokn_pages.txt,data/reports/LULULEMON_ATHLETICA_INC/f_PDplDokn_blocks.txt,2023-08,2023-08-31,55002110,lululemon athletica inc.,LULU,Consumer Discretionary,26.1935,-0.758,10.8157045347723,1.47869,B23FN39,US5500211090,0.00721216,Quarterly
f_WoQLjVEq,LULULEMON ATHLETICA INC,US5500211090,2023-12-07,data/reports/LULULEMON_ATHLETICA_INC/f_WoQLjVEq_file.pdf,data/reports/LULULEMON_ATHLETICA_INC/f_WoQLjVEq_pages.txt,data/reports/LULULEMON_ATHLETICA_INC/f_WoQLjVEq_blocks.txt,2023-12,2023-12-29,55002110,lululemon athletica inc.,LULU,Consumer Discretionary,38.3593,-0.938,11.1104166464813,1.36538,B23FN39,US5500211090,0.144338,Quarterly
f_cC5GK9NDnFMWH7KTPOIlox,LULULEMON ATHLETICA INC,US5500211090,2024-12-05,data/reports/LULULEMON_ATHLETICA_INC/f_cC5GK9NDnFMWH7KTPOIlox_file.pdf,data/reports/LULULEMON_ATHLETICA_INC/f_cC5GK9NDnFMWH7KTPOIlox_pages.txt,data/reports/LULULEMON_ATHLETICA_INC/f_cC5GK9NDnFMWH7KTPOIlox_blocks.txt,2024-12,2024-12-31,55002110,lululemon athletica inc.,LULU,Consumer Discretionary,-37.2841,-0.506,10.7941686626877,-0.378504,B23FN39,US5500211090,0.192572,Quarterly
f_cqKXOKpt,LULULEMON ATHLETICA INC,US5500211090,2023-06-01,data/reports/LULULEMON_ATHLETICA_INC/f_cqKXOKpt_file.pdf,data/reports/LULULEMON_ATHLETICA_INC/f_cqKXOKpt_pages.txt,data/reports/LULULEMON_ATHLETICA_INC/f_cqKXOKpt_blocks.txt,2023-06,2023-06-30,55002110,lululemon athletica inc.,LULU,Consumer Discretionary,23.4878,-0.746,10.798381243049,1.42182,B23FN39,US5500211090,0.1403009999999999,Quarterly
f_gg6AP8qiabKgJXjpgJ2Xhu,LULULEMON ATHLETICA INC,US5500211090,2024-06-05,data/reports/LULULEMON_ATHLETICA_INC/f_gg6AP8qiabKgJXjpgJ2Xhu_file.pdf,data/reports/LULULEMON_ATHLETICA_INC/f_gg6AP8qiabKgJXjpgJ2Xhu_pages.txt,data/reports/LULULEMON_ATHLETICA_INC/f_gg6AP8qiabKgJXjpgJ2Xhu_blocks.txt,2024-06,2024-06-28,55002110,lululemon athletica inc.,LULU,Consumer Discretionary,-21.5282,-0.316,10.5995180875387,0.808141,B23FN39,US5500211090,-0.0425975,Quarterly
f_0IO932Jd,CBRE GROUP INC,US12504L1098,2023-10-27,data/reports/CBRE_GROUP_INC/f_0IO932Jd_file.pdf,data/reports/CBRE_GROUP_INC/f_0IO932Jd_pages.txt,data/reports/CBRE_GROUP_INC/f_0IO932Jd_blocks.txt,2023-10,2023-10-31,12504L10,"CBRE Group, Inc. Class A",CBRE,Real Estate,4.11615,0.207,9.93175985239127,1.11591,B6WVMH3,US12504L1098,-0.0611969,Quarterly
f_0kP15czH,FLUOR CORP,US3434121022,2023-08-04,data/reports/FLUOR_CORP/f_0kP15czH_file.pdf,data/reports/FLUOR_CORP/f_0kP15czH_pages.txt,data/reports/FLUOR_CORP/f_0kP15czH_blocks.txt,2023-08,2023-08-31,34341210,Fluor Corporation,FLR,Industrials,17.171,0.225,8.51445964658288,0.760603,2696838,US3434121022,0.129438,Quarterly
f_3txkUtqb6AnTpaYkhFNrYp,FLUOR CORP,US3434121022,2024-05-03,data/reports/FLUOR_CORP/f_3txkUtqb6AnTpaYkhFNrYp_file.pdf,data/reports/FLUOR_CORP/f_3txkUtqb6AnTpaYkhFNrYp_pages.txt,data/reports/FLUOR_CORP/f_3txkUtqb6AnTpaYkhFNrYp_blocks.txt,2024-05,2024-05-31,34341210,Fluor Corporation,FLR,Industrials,51.8449,0.241,8.88638162765736,0.923496,2696838,US3434121022,0.0761219,Quarterly
f_7C3XBSMdYnX5wlWmwalrV6,FLUOR CORP,US3434121022,2024-11-08,data/reports/FLUOR_CORP/f_7C3XBSMdYnX5wlWmwalrV6_file.pdf,data/reports/FLUOR_CORP/f_7C3XBSMdYnX5wlWmwalrV6_pages.txt,data/reports/FLUOR_CORP/f_7C3XBSMdYnX5wlWmwalrV6_blocks.txt,2024-11,2024-11-29,34341210,Fluor Corporation,FLR,Industrials,41.189,0.098,9.156544045191,0.849071,2696838,US3434121022,0.073642,Quarterly
f_8waS4iYq,FLUOR CORP,US3434121022,2023-05-05,data/reports/FLUOR_CORP/f_8waS4iYq_file.pdf,data/reports/FLUOR_CORP/f_8waS4iYq_pages.txt,data/reports/FLUOR_CORP/f_8waS4iYq_blocks.txt,2023-05,2023-05-31,34341210,Fluor Corporation,FLR,Industrials,2.94013,0.368,8.27431583698764,0.842967,2696838,US3434121022,-0.0860289,Quarterly
f_8y4oGQUktrnTkw6mP5n4GE,CBRE GROUP INC,US12504L1098,2024-10-24,data/reports/CBRE_GROUP_INC/f_8y4oGQUktrnTkw6mP5n4GE_file.pdf,data/reports/CBRE_GROUP_INC/f_8y4oGQUktrnTkw6mP5n4GE_pages.txt,data/reports/CBRE_GROUP_INC/f_8y4oGQUktrnTkw6mP5n4GE_blocks.txt,2024-10,2024-10-31,12504L10,"CBRE Group, Inc. Class A",CBRE,Real Estate,79.5212,-0.146,10.6065973002014,1.50895,B6WVMH3,US12504L1098,0.0521369,Quarterly
f_9ETEr4CInQxbQKhRxmYwwq,ASSURANT INC,US04621X1081,2024-11-07,data/reports/ASSURANT_INC/f_9ETEr4CInQxbQKhRxmYwwq_file.pdf,data/reports/ASSURANT_INC/f_9ETEr4CInQxbQKhRxmYwwq_pages.txt,data/reports/ASSURANT_INC/f_9ETEr4CInQxbQKhRxmYwwq_blocks.txt,2024-11,2024-11-29,04621X10,"Assurant, Inc.",AIZ,Financials,19.6034,1.356,9.36261491888058,1.56829,2331430,US04621X1081,0.184664,Quarterly
f_ARkEsKCZ,ASSURANT INC,US04621X1081,2023-05-04,data/reports/ASSURANT_INC/f_ARkEsKCZ_file.pdf,data/reports/ASSURANT_INC/f_ARkEsKCZ_pages.txt,data/reports/ASSURANT_INC/f_ARkEsKCZ_blocks.txt,2023-05,2023-05-31,04621X10,"Assurant, Inc.",AIZ,Financials,-29.2536,1.376,8.79173407687172,0.283103,2331430,US04621X1081,-0.0200347,Quarterly
f_DlUtwFAn,FLUOR CORP,US3434121022,2023-02-21,data/reports/FLUOR_CORP/f_DlUtwFAn_file.pdf,data/reports/FLUOR_CORP/f_DlUtwFAn_pages.txt,data/reports/FLUOR_CORP/f_DlUtwFAn_blocks.txt,2023-02,2023-02-28,34341210,Fluor Corporation,FLR,Industrials,72.7608,0.051,8.53750352793755,1.38397,2696838,US3434121022,-0.00217694,Annual
f_FZwakfUr,FLUOR CORP,US3434121022,2023-11-03,data/reports/FLUOR_CORP/f_FZwakfUr_file.pdf,data/reports/FLUOR_CORP/f_FZwakfUr_pages.txt,data/reports/FLUOR_CORP/f_FZwakfUr_blocks.txt,2023-11,2023-11-30,34341210,Fluor Corporation,FLR,Industrials,-1.13062,0.137,8.767131885184,0.623082,2696838,US3434121022,0.142385,Quarterly
f_GYMyPkiL,CBRE GROUP INC,US12504L1098,2023-04-27,data/reports/CBRE_GROUP_INC/f_GYMyPkiL_file.pdf,data/reports/CBRE_GROUP_INC/f_GYMyPkiL_pages.txt,data/reports/CBRE_GROUP_INC/f_GYMyPkiL_blocks.txt,2023-04,2023-04-28,12504L10,"CBRE Group, Inc. Class A",CBRE,Real Estate,-20.0444,0.255,10.0687975871049,1.22923,B6WVMH3,US12504L1098,0.0528774,Quarterly
f_WjgnZc0i,CBRE GROUP INC,US12504L1098,2023-02-27,data/reports/CBRE_GROUP_INC/f_WjgnZc0i_file.pdf,data/reports/CBRE_GROUP_INC/f_WjgnZc0i_pages.txt,data/reports/CBRE_GROUP_INC/f_WjgnZc0i_blocks.txt,2023-02,2023-02-28,12504L10,"CBRE Group, Inc. Class A",CBRE,Real Estate,-12.793,0.168,10.1811079288799,1.28555,B6WVMH3,US12504L1098,-0.004327,Annual
f_ZivO69Gg,ASSURANT INC,US04621X1081,2023-11-02,data/reports/ASSURANT_INC/f_ZivO69Gg_file.pdf,data/reports/ASSURANT_INC/f_ZivO69Gg_pages.txt,data/reports/ASSURANT_INC/f_ZivO69Gg_blocks.txt,2023-11,2023-11-30,04621X10,"Assurant, Inc.",AIZ,Financials,16.0536,1.159,9.06118400394072,0.466423,2331430,US04621X1081,0.133309,Quarterly
f_aJPv2EseyGOl8bVUMYsYfs,CBRE GROUP INC,US12504L1098,2024-05-03,data/reports/CBRE_GROUP_INC/f_aJPv2EseyGOl8bVUMYsYfs_file.pdf,data/reports/CBRE_GROUP_INC/f_aJPv2EseyGOl8bVUMYsYfs_pages.txt,data/reports/CBRE_GROUP_INC/f_aJPv2EseyGOl8bVUMYsYfs_blocks.txt,2024-05,2024-05-31,12504L10,"CBRE Group, Inc. Class A",CBRE,Real Estate,15.977,0.219,10.1908035270517,1.82333,B6WVMH3,US12504L1098,0.0135804,Quarterly
f_axTsqXYoOrAJHKF4se3utR,CBRE GROUP INC,US12504L1098,2024-07-25,data/reports/CBRE_GROUP_INC/f_axTsqXYoOrAJHKF4se3utR_file.pdf,data/reports/CBRE_GROUP_INC/f_axTsqXYoOrAJHKF4se3utR_pages.txt,data/reports/CBRE_GROUP_INC/f_axTsqXYoOrAJHKF4se3utR_blocks.txt,2024-07,2024-07-31,12504L10,"CBRE Group, Inc. Class A",CBRE,Real Estate,6.96195,-0.047,10.443492872446,1.75615,B6WVMH3,US12504L1098,0.264841,Quarterly
f_baFXT3mrOu5ejMAhiPHGcQ,CBRE GROUP INC,US12504L1098,2024-02-20,data/reports/CBRE_GROUP_INC/f_baFXT3mrOu5ejMAhiPHGcQ_file.pdf,data/reports/CBRE_GROUP_INC/f_baFXT3mrOu5ejMAhiPHGcQ_pages.txt,data/reports/CBRE_GROUP_INC/f_baFXT3mrOu5ejMAhiPHGcQ_blocks.txt,2024-02,2024-02-29,12504L10,"CBRE Group, Inc. Class A",CBRE,Real Estate,3.20649,0.121,10.2356455556761,1.53708,B6WVMH3,US12504L1098,0.0646507,Annual
f_cnkX4Kyf4MQXlUsBnnjTw4,FLUOR CORP,US3434121022,2024-08-02,data/reports/FLUOR_CORP/f_cnkX4Kyf4MQXlUsBnnjTw4_file.pdf,data/reports/FLUOR_CORP/f_cnkX4Kyf4MQXlUsBnnjTw4_pages.txt,data/reports/FLUOR_CORP/f_cnkX4Kyf4MQXlUsBnnjTw4_blocks.txt,2024-08,2024-08-30,34341210,Fluor Corporation,FLR,Industrials,34.9339,0.217,9.05176317759348,0.686256,2696838,US3434121022,0.0409564,Quarterly
f_dTenZubMjaUY2APcEvskjr,ASSURANT INC,US04621X1081,2024-05-09,data/reports/ASSURANT_INC/f_dTenZubMjaUY2APcEvskjr_file.pdf,data/reports/ASSURANT_INC/f_dTenZubMjaUY2APcEvskjr_pages.txt,data/reports/ASSURANT_INC/f_dTenZubMjaUY2APcEvskjr_blocks.txt,2024-05,2024-05-31,04621X10,"Assurant, Inc.",AIZ,Financials,47.3462,1.683,9.09011652297735,0.708525,2331430,US04621X1081,-0.0053325299999999,Quarterly
f_edhFhyhjmKh2LqEve2p2hG,FLUOR CORP,US3434121022,2024-02-20,data/reports/FLUOR_CORP/f_edhFhyhjmKh2LqEve2p2hG_file.pdf,data/reports/FLUOR_CORP/f_edhFhyhjmKh2LqEve2p2hG_pages.txt,data/reports/FLUOR_CORP/f_edhFhyhjmKh2LqEve2p2hG_blocks.txt,2024-02,2024-02-29,34341210,Fluor Corporation,FLR,Industrials,4.71777,0.362,8.73082489065804,0.573216,2696838,US3434121022,-0.0241315,Annual
f_gpDgT9OniAR8ZTFeDaNRUK,ASSURANT INC,US04621X1081,2024-02-15,data/reports/ASSURANT_INC/f_gpDgT9OniAR8ZTFeDaNRUK_file.pdf,data/reports/ASSURANT_INC/f_gpDgT9OniAR8ZTFeDaNRUK_pages.txt,data/reports/ASSURANT_INC/f_gpDgT9OniAR8ZTFeDaNRUK_blocks.txt,2024-02,2024-02-29,04621X10,"Assurant, Inc.",AIZ,Financials,34.926,1.343,9.1561928898309,0.593279,2331430,US04621X1081,0.085043,Annual
f_gtwOXGiUo9xBxsVfQhrOVq,ASSURANT INC,US04621X1081,2024-08-08,data/reports/ASSURANT_INC/f_gtwOXGiUo9xBxsVfQhrOVq_file.pdf,data/reports/ASSURANT_INC/f_gtwOXGiUo9xBxsVfQhrOVq_pages.txt,data/reports/ASSURANT_INC/f_gtwOXGiUo9xBxsVfQhrOVq_blocks.txt,2024-08,2024-08-30,04621X10,"Assurant, Inc.",AIZ,Financials,28.1427,1.555,9.22210393906667,0.639477,2331430,US04621X1081,0.122834,Quarterly
f_kLgPUSHh,ASSURANT INC,US04621X1081,2023-08-03,data/reports/ASSURANT_INC/f_kLgPUSHh_file.pdf,data/reports/ASSURANT_INC/f_kLgPUSHh_pages.txt,data/reports/ASSURANT_INC/f_kLgPUSHh_blocks.txt,2023-08,2023-08-31,04621X10,"Assurant, Inc.",AIZ,Financials,-13.7199,1.407,8.90512188741211,0.422052,2331430,US04621X1081,0.0410604,Quarterly
f_uUE9Qra6,CBRE GROUP INC,US12504L1098,2023-07-27,data/reports/CBRE_GROUP_INC/f_uUE9Qra6_file.pdf,data/reports/CBRE_GROUP_INC/f_uUE9Qra6_pages.txt,data/reports/CBRE_GROUP_INC/f_uUE9Qra6_blocks.txt,2023-07,2023-07-31,12504L10,"CBRE Group, Inc. Class A",CBRE,Real Estate,-5.73465,0.264,10.1476353721343,1.27463,B6WVMH3,US12504L1098,0.032214,Quarterly
f_z7DGKiGL,ASSURANT INC,US04621X1081,2023-02-17,data/reports/ASSURANT_INC/f_z7DGKiGL_file.pdf,data/reports/ASSURANT_INC/f_z7DGKiGL_pages.txt,data/reports/ASSURANT_INC/f_z7DGKiGL_blocks.txt,2023-02,2023-02-28,04621X10,"Assurant, Inc.",AIZ,Financials,-22.1583,1.46,8.81579420187973,0.212577,2331430,US04621X1081,-0.0339636,Annual
f_09jLxpyPDoqcEoIguF6eiv,AXON ENTERPRISE INC,US05464C1018,2024-11-08,data/reports/AXON_ENTERPRISE_INC/f_09jLxpyPDoqcEoIguF6eiv_file.pdf,data/reports/AXON_ENTERPRISE_INC/f_09jLxpyPDoqcEoIguF6eiv_pages.txt,data/reports/AXON_ENTERPRISE_INC/f_09jLxpyPDoqcEoIguF6eiv_blocks.txt,2024-11,2024-11-29,05464C10,Axon Enterprise Inc,AXON,Industrials,96.5819,-1.173,10.7876420889918,1.86493,BDT5S35,US05464C1018,0.527651,Quarterly
f_39U7QFzDelQfTUAjvetIh4,CELANESE CORP,US1508701034,2024-11-12,data/reports/CELANESE_CORP/f_39U7QFzDelQfTUAjvetIh4_file.pdf,data/reports/CELANESE_CORP/f_39U7QFzDelQfTUAjvetIh4_pages.txt,data/reports/CELANESE_CORP/f_39U7QFzDelQfTUAjvetIh4_blocks.txt,2024-11,2024-11-29,15087010,Celanese Corporation,CE,Materials,-6.36768,3.753,8.9834340244308,1.01649,B05MZT4,US1508701034,-0.41883,Quarterly
f_3EKBPHC7azNKcV9HZq6iK9,CME GROUP INC,US12572Q1058,2024-02-28,data/reports/CME_GROUP_INC/f_3EKBPHC7azNKcV9HZq6iK9_file.pdf,data/reports/CME_GROUP_INC/f_3EKBPHC7azNKcV9HZq6iK9_pages.txt,data/reports/CME_GROUP_INC/f_3EKBPHC7azNKcV9HZq6iK9_blocks.txt,2024-02,2024-02-29,12572Q10,CME Group Inc. Class A,CME,Financials,15.8249,0.183,11.2835228544423,0.165887,2965839,US12572Q1058,0.0704917,Annual
f_3oz6qUxDvfLvgnWx6uZKQw,MONDELEZ INTERNATIONAL INC,US6092071058,2024-02-02,data/reports/MONDELEZ_INTERNATIONAL_INC/f_3oz6qUxDvfLvgnWx6uZKQw_file.pdf,data/reports/MONDELEZ_INTERNATIONAL_INC/f_3oz6qUxDvfLvgnWx6uZKQw_pages.txt,data/reports/MONDELEZ_INTERNATIONAL_INC/f_3oz6qUxDvfLvgnWx6uZKQw_blocks.txt,2024-02,2024-02-29,60920710,"Mondelez International, Inc. Class A",MDLZ,Consumer Staples,18.8498,0.196,11.4983059734453,0.593859,B8CKK03,US6092071058,-0.0292281,Annual
f_4IE5UCIZCZHPdARTIDuXs9,AXON ENTERPRISE INC,US05464C1018,2024-02-27,data/reports/AXON_ENTERPRISE_INC/f_4IE5UCIZCZHPdARTIDuXs9_file.pdf,data/reports/AXON_ENTERPRISE_INC/f_4IE5UCIZCZHPdARTIDuXs9_pages.txt,data/reports/AXON_ENTERPRISE_INC/f_4IE5UCIZCZHPdARTIDuXs9_blocks.txt,2024-02,2024-02-29,05464C10,Axon Enterprise Inc,AXON,Industrials,27.1679,-1.003,10.0555706646446,1.07693,BDT5S35,US05464C1018,0.23412,Annual
f_6n0HWGKG,CME GROUP INC,US12572Q1058,2023-05-03,data/reports/CME_GROUP_INC/f_6n0HWGKG_file.pdf,data/reports/CME_GROUP_INC/f_6n0HWGKG_pages.txt,data/reports/CME_GROUP_INC/f_6n0HWGKG_blocks.txt,2023-05,2023-05-31,12572Q10,CME Group Inc. Class A,CME,Financials,-1.94805,0.296,11.0682257994765,0.161883,2965839,US12572Q1058,-0.0377887,Quarterly
f_6rCLyEPZoqvzwtuJ2xi384,CME GROUP INC,US12572Q1058,2024-05-01,data/reports/CME_GROUP_INC/f_6rCLyEPZoqvzwtuJ2xi384_file.pdf,data/reports/CME_GROUP_INC/f_6rCLyEPZoqvzwtuJ2xi384_pages.txt,data/reports/CME_GROUP_INC/f_6rCLyEPZoqvzwtuJ2xi384_blocks.txt,2024-05,2024-05-31,12572Q10,CME Group Inc. Class A,CME,Financials,22.8592,0.325,11.2088074997283,0.223876,2965839,US12572Q1058,-0.0317687,Quarterly
f_7AOL4AKuvANfbRjsG3EdNL,CME GROUP INC,US12572Q1058,2024-11-08,data/reports/CME_GROUP_INC/f_7AOL4AKuvANfbRjsG3EdNL_file.pdf,data/reports/CME_GROUP_INC/f_7AOL4AKuvANfbRjsG3EdNL_pages.txt,data/reports/CME_GROUP_INC/f_7AOL4AKuvANfbRjsG3EdNL_blocks.txt,2024-11,2024-11-29,12572Q10,CME Group Inc. Class A,CME,Financials,10.7008,0.347,11.35656113845,0.342903,2965839,US12572Q1058,0.0560881,Quarterly
f_7kTkz5YSd3rpR85BUyDSW4,CELANESE CORP,US1508701034,2024-08-02,data/reports/CELANESE_CORP/f_7kTkz5YSd3rpR85BUyDSW4_file.pdf,data/reports/CELANESE_CORP/f_7kTkz5YSd3rpR85BUyDSW4_pages.txt,data/reports/CELANESE_CORP/f_7kTkz5YSd3rpR85BUyDSW4_blocks.txt,2024-08,2024-08-30,15087010,Celanese Corporation,CE,Materials,13.5752,1.771,9.5617645111362,1.47349,B05MZT4,US1508701034,-0.0747431,Quarterly
f_9ebLIBLSavo4OJeRGcLwLP,AXON ENTERPRISE INC,US05464C1018,2024-05-07,data/reports/AXON_ENTERPRISE_INC/f_9ebLIBLSavo4OJeRGcLwLP_file.pdf,data/reports/AXON_ENTERPRISE_INC/f_9ebLIBLSavo4OJeRGcLwLP_pages.txt,data/reports/AXON_ENTERPRISE_INC/f_9ebLIBLSavo4OJeRGcLwLP_blocks.txt,2024-05,2024-05-31,05464C10,Axon Enterprise Inc,AXON,Industrials,62.5939,-0.925,9.96464754778235,0.746121,BDT5S35,US05464C1018,-0.101989,Quarterly
f_GJZmtDf2,CME GROUP INC,US12572Q1058,2023-02-27,data/reports/CME_GROUP_INC/f_GJZmtDf2_file.pdf,data/reports/CME_GROUP_INC/f_GJZmtDf2_pages.txt,data/reports/CME_GROUP_INC/f_GJZmtDf2_blocks.txt,2023-02,2023-02-28,12572Q10,CME Group Inc. Class A,CME,Financials,-22.1966,0.278,11.1010447349834,0.21135,2965839,US12572Q1058,0.0492471,Annual
f_IlUh6QRU,CELANESE CORP,US1508701034,2023-11-08,data/reports/CELANESE_CORP/f_IlUh6QRU_file.pdf,data/reports/CELANESE_CORP/f_IlUh6QRU_pages.txt,data/reports/CELANESE_CORP/f_IlUh6QRU_blocks.txt,2023-11,2023-11-30,15087010,Celanese Corporation,CE,Materials,9.10596,1.041,9.61320570007634,1.72805,B05MZT4,US1508701034,0.210899,Quarterly
f_KLnmy9KL,MONDELEZ INTERNATIONAL INC,US6092071058,2023-11-01,data/reports/MONDELEZ_INTERNATIONAL_INC/f_KLnmy9KL_file.pdf,data/reports/MONDELEZ_INTERNATIONAL_INC/f_KLnmy9KL_pages.txt,data/reports/MONDELEZ_INTERNATIONAL_INC/f_KLnmy9KL_blocks.txt,2023-11,2023-11-30,60920710,"Mondelez International, Inc. Class A",MDLZ,Consumer Staples,-0.173384,0.02,11.4706596316521,0.610221,B8CKK03,US6092071058,0.0732517,Quarterly
f_Lo56e3sK,AXON ENTERPRISE INC,US05464C1018,2023-02-28,data/reports/AXON_ENTERPRISE_INC/f_Lo56e3sK_file.pdf,data/reports/AXON_ENTERPRISE_INC/f_Lo56e3sK_pages.txt,data/reports/AXON_ENTERPRISE_INC/f_Lo56e3sK_blocks.txt,2023-02,2023-02-28,05464C10,Axon Enterprise Inc,AXON,Industrials,36.6203,-1.141,9.56141608254256,1.75691,BDT5S35,US05464C1018,0.0249181,Annual
f_O13aFKMk,AXON ENTERPRISE INC,US05464C1018,2023-08-08,data/reports/AXON_ENTERPRISE_INC/f_O13aFKMk_file.pdf,data/reports/AXON_ENTERPRISE_INC/f_O13aFKMk_pages.txt,data/reports/AXON_ENTERPRISE_INC/f_O13aFKMk_blocks.txt,2023-08,2023-08-31,05464C10,Axon Enterprise Inc,AXON,Industrials,59.3503,-0.896,9.66661489287723,1.26623,BDT5S35,US05464C1018,0.145108,Quarterly
f_W4RpeZUP,MONDELEZ INTERNATIONAL INC,US6092071058,2023-04-27,data/reports/MONDELEZ_INTERNATIONAL_INC/f_W4RpeZUP_file.pdf,data/reports/MONDELEZ_INTERNATIONAL_INC/f_W4RpeZUP_pages.txt,data/reports/MONDELEZ_INTERNATIONAL_INC/f_W4RpeZUP_blocks.txt,2023-04,2023-04-28,60920710,"Mondelez International, Inc. Class A",MDLZ,Consumer Staples,7.01151,-0.195,11.5192982537209,0.637513,B8CKK03,US6092071058,0.100402,Quarterly
f_a8TessqH,AXON ENTERPRISE INC,US05464C1018,2023-11-07,data/reports/AXON_ENTERPRISE_INC/f_a8TessqH_file.pdf,data/reports/AXON_ENTERPRISE_INC/f_a8TessqH_pages.txt,data/reports/AXON_ENTERPRISE_INC/f_a8TessqH_blocks.txt,2023-11,2023-11-30,05464C10,Axon Enterprise Inc,AXON,Industrials,9.618,-0.922,9.73652080192736,1.39543,BDT5S35,US05464C1018,0.124114,Quarterly
f_dbyOCCLVCh9PvBqvF6wrvL,CELANESE CORP,US1508701034,2024-05-10,data/reports/CELANESE_CORP/f_dbyOCCLVCh9PvBqvF6wrvL_file.pdf,data/reports/CELANESE_CORP/f_dbyOCCLVCh9PvBqvF6wrvL_pages.txt,data/reports/CELANESE_CORP/f_dbyOCCLVCh9PvBqvF6wrvL_blocks.txt,2024-05,2024-05-31,15087010,Celanese Corporation,CE,Materials,50.7823,1.209,9.71275972885103,1.72697,B05MZT4,US1508701034,-0.0102208,Quarterly
f_eVsTGWOiTq7GNNFVcA26O4,CELANESE CORP,US1508701034,2024-02-23,data/reports/CELANESE_CORP/f_eVsTGWOiTq7GNNFVcA26O4_file.pdf,data/reports/CELANESE_CORP/f_eVsTGWOiTq7GNNFVcA26O4_pages.txt,data/reports/CELANESE_CORP/f_eVsTGWOiTq7GNNFVcA26O4_blocks.txt,2024-02,2024-02-29,15087010,Celanese Corporation,CE,Materials,29.2679,1.16,9.69725022199949,1.6373,B05MZT4,US1508701034,0.0436409,Annual
f_fosynfRmEFHCC3utJOjLCg,AXON ENTERPRISE INC,US05464C1018,2024-08-07,data/reports/AXON_ENTERPRISE_INC/f_fosynfRmEFHCC3utJOjLCg_file.pdf,data/reports/AXON_ENTERPRISE_INC/f_fosynfRmEFHCC3utJOjLCg_pages.txt,data/reports/AXON_ENTERPRISE_INC/f_fosynfRmEFHCC3utJOjLCg_blocks.txt,2024-08,2024-08-30,05464C10,Axon Enterprise Inc,AXON,Industrials,44.3486,-1.006,10.2167610302609,0.922351,BDT5S35,US05464C1018,0.216526,Quarterly
f_h2ylHbRhP6q3BrG37hUy9K,CME GROUP INC,US12572Q1058,2024-08-05,data/reports/CME_GROUP_INC/f_h2ylHbRhP6q3BrG37hUy9K_file.pdf,data/reports/CME_GROUP_INC/f_h2ylHbRhP6q3BrG37hUy9K_pages.txt,data/reports/CME_GROUP_INC/f_h2ylHbRhP6q3BrG37hUy9K_blocks.txt,2024-08,2024-08-30,12572Q10,CME Group Inc. Class A,CME,Financials,2.02308,0.372,11.2528159081568,0.0931761,2965839,US12572Q1058,0.113727,Quarterly
f_lWRFddx8,MONDELEZ INTERNATIONAL INC,US6092071058,2023-07-27,data/reports/MONDELEZ_INTERNATIONAL_INC/f_lWRFddx8_file.pdf,data/reports/MONDELEZ_INTERNATIONAL_INC/f_lWRFddx8_pages.txt,data/reports/MONDELEZ_INTERNATIONAL_INC/f_lWRFddx8_blocks.txt,2023-07,2023-07-31,60920710,"Mondelez International, Inc. Class A",MDLZ,Consumer Staples,16.5864,-0.041,11.5335684886456,0.754815,B8CKK03,US6092071058,0.0163147,Quarterly
f_nt0Esl2B,CELANESE CORP,US1508701034,2023-02-24,data/reports/CELANESE_CORP/f_nt0Esl2B_file.pdf,data/reports/CELANESE_CORP/f_nt0Esl2B_pages.txt,data/reports/CELANESE_CORP/f_nt0Esl2B_blocks.txt,2023-02,2023-02-28,15087010,Celanese Corporation,CE,Materials,-11.905,1.144,9.47404943813408,1.33077,B05MZT4,US1508701034,-0.0510203999999999,Annual
